pkey,Topic_Title,categorytype,notes,active,sdate,mdate,addedby,modedby,thefile,strength,subCategory,link
658,"Rewrite Module (interrupt urls)",Server-Side,"<p>Below ensures all directory defaults are specified as index.cfm ... this allows ColdFusion to handle all missing templates that are not specified as index.cfm</p>
<p>&lt;IfModule rewrite_module&gt;<br />&nbsp;&nbsp;&nbsp; RewriteEngine On<br />&nbsp;&nbsp;&nbsp; #interrupt mode<br />&nbsp;&nbsp;&nbsp; RewriteRule (?i)(^.+/[^/.]+)/?$ $1/index.cfm [P]<br />&nbsp;&nbsp;&nbsp; #relocate mode<br />&nbsp;&nbsp;&nbsp; #RewriteRule (?i)(^.+/[^/.]+)/?$ $1/index.cfm [R]<br />&lt;/IfModule&gt;</p>",1,"2011-04-15 10:07:30","2011-04-15 10:07:30",shawn,shawn,NULL,4,Apache,NULL
659,"Modify Address Bar URL in AJAX App to Match Current State",Client-Side,"<p>It is so simple it's brillant. Just cause a url navigation of the current page but with a anchor attribute. Such as ""http://current-website/current-page.html#actionId=current-defined-action""</p>",1,"2011-04-17 11:21:45","2011-04-17 11:21:45",shawn,shawn,NULL,4,JavaScript,http://stackoverflow.com/questions/1457/modify-address-bar-url-in-ajax-app-to-match-current-state
660,"II7 Max File Upload Size Default",Server-Side,"<p>there is a default file size maximum of 30MB for upload. This can be found, and updated, in the Request Filtering Feature Settings of the IIS instance. In order to see the Request Filtering, however, the IIS Admin pack must be installed on the server</p>",1,"2011-04-22 13:14:43","2011-07-07 12:38:22",shawn,shawn,image003.jpg,0,IIS,http://www.microsoft.com/web/gallery/install.aspx?appsxml=&appid=AdminPack%3bAdminPack
661,"OOP, Composition versus Inheritance","Custom Coding","<p>See link</p>
<p>This one two : <a href=""http://pettermahlen.com/2010/08/20/composition-vs-inheritance/"" target=""_blank"">http://pettermahlen.com/2010/08/20/composition-vs-inheritance/</a></p>",1,"2011-04-25 09:11:00","2011-04-25 09:11:54",shawn,shawn,NULL,5,NULL,http://lostechies.com/chadmyers/2010/02/13/composition-versus-inheritance/
662,"Put Older ColdFusion Versions to Sleep like cfSleep",Server-Side,"<p>&lt;cfset CreateObject(""java"", ""java.lang.Thread"").sleep(5000) /&gt;</p>",1,"2011-04-26 14:49:16","2011-04-26 14:49:16",shawn,shawn,NULL,3,ColdFusion,http://www.petefreitag.com/item/85.cfm
663,"Select Information About All Databases",Server-Side,"<p>SELECT * FROM sys.databases where state != 6 order by name</p>",1,"2011-05-02 11:36:22","2011-05-02 11:36:22",shawn,shawn,NULL,4,"MS SQL",http://blog.sqlauthority.com/2007/05/12/sql-server-2005-list-all-the-database/
664,"Prevent page from being cached",Client-Side,"<p>Put the following tags in your HTML HEAD tag:</p>
<p>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &lt;meta http-equiv=""expires"" cotent=""0""&gt;</p>
<p>Do not use:<br />&lt;meta http-equiv=""pragma"" content=""no-cache""&gt;<br />http://www.metatags.org/meta_http_equiv_pragma</p>",1,"2011-05-12 11:18:45","2011-05-23 15:19:36",shawn,shawn,NULL,3,HTML,http://www.i18nguy.com/markup/metatags.html
665,"IsComputedVisible Example (IsVisible,IsApproved,DeleteDate,ReleaseDate,ExpireDate)",Server-Side,"<p>alter table [rotator].[MediaObjects] add IsComputedVisible AS<br />(<br />&nbsp;&nbsp;&nbsp; CASE<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; WHEN&nbsp;&nbsp;&nbsp; IsVisible=1<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; AND&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; IsApproved=1<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; AND&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; DeleteDate IS NULL<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; AND&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; (<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; ReleaseDate IS NULL AND ExpireDate IS NULL<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; OR&nbsp;&nbsp;&nbsp; getDate() BETWEEN ReleaseDate AND ExpireDate<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; OR&nbsp;&nbsp;&nbsp; getDate() &gt; ReleaseDate AND ExpireDate IS NULL<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; OR&nbsp;&nbsp;&nbsp; getDate() &lt; ExpireDate AND ReleaseDate IS NULL<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; )<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; THEN 1<br />&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; ELSE 0<br />&nbsp;&nbsp;&nbsp; END<br />)</p>",1,"2011-05-12 12:01:13","2011-05-12 12:01:13",shawn,shawn,NULL,5,"MS SQL",NULL
666,"Create Per Day Rows",Server-Side,"<p><br />DECLARE @start_date datetime, @end_date datetime<br /><br />SET @start_date = getDate()<br />SET @end_date = dateAdd(y, 100, getDate());<br /><br />WITH getdates AS<br />(<br />&nbsp;&nbsp;&nbsp; SELECT&nbsp;&nbsp;&nbsp; @start_date as dateStamp<br />&nbsp;&nbsp;&nbsp; UNION ALL<br />&nbsp;&nbsp;&nbsp; SELECT&nbsp;&nbsp;&nbsp; dateadd(dy, 1, dateStamp) as dateStamp<br />&nbsp;&nbsp;&nbsp; FROM&nbsp;&nbsp;&nbsp; getdates<br />&nbsp;&nbsp;&nbsp; WHERE&nbsp;&nbsp;&nbsp; dateadd(dy, 1, dateStamp) &lt;= @end_date<br />)<br /><br />select dateStamp,dayOfYear=datePart(dy,dateStamp),YearStamp=year(dateStamp) from getdates<br /><br /><br />option (maxrecursion 8000)</p>",1,"2011-05-24 11:25:55","2011-05-24 11:30:39",shawn,shawn,NULL,4,"MS SQL",http://blog.pengoworks.com/index.cfm/2009/1/7/Dynamically-generating-a-table-of-dates-in-MSSQL-2005
667,"Select Suggested Indexes (Missing Indexes)",Server-Side,"<p>DECLARE @runtime datetime<br />SET @runtime = GETDATE()<br />SELECT CONVERT (varchar, @runtime, 126) AS Runtime,&nbsp; CONVERT (decimal (28,1), migs.avg_total_user_cost * migs.avg_user_impact * (migs.user_seeks + migs.user_scans)) AS improvement_measure, mid.statement as 'Database.Schema.Table',&nbsp; migs.Avg_Total_User_Cost, migs.Avg_User_Impact, migs.User_Seeks, migs.User_Scans, migs.Avg_Total_User_Cost, mid.Database_ID, mid.[Object_ID], 'CREATE INDEX IX_MI_' + object_name(mid.object_id, mid.database_id) + '_' + CONVERT (varchar, mig.index_group_handle) + '_' + CONVERT (varchar, mid.index_handle)&nbsp; + ' ON ' + mid.statement + ' (' + ISNULL (mid.equality_columns,'')&nbsp; + CASE WHEN mid.equality_columns IS NOT NULL AND mid.inequality_columns IS NOT NULL THEN ',' ELSE '' END + ISNULL (mid.inequality_columns, '') + ')' + ISNULL (' INCLUDE (' + mid.included_columns + ')', '') AS create_index_statement<br />FROM sys.dm_db_missing_index_groups mig<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INNER JOIN sys.dm_db_missing_index_group_stats migs ON migs.group_handle = mig.index_group_handle<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INNER JOIN sys.dm_db_missing_index_details mid ON mig.index_handle = mid.index_handle<br />WHERE CONVERT (decimal (28,1), migs.avg_total_user_cost * migs.avg_user_impact * (migs.user_seeks + migs.user_scans)) &gt; 10<br />ORDER BY migs.avg_total_user_cost * migs.avg_user_impact * (migs.user_seeks + migs.user_scans) DESC</p>",1,"2011-05-24 14:46:06","2011-05-24 14:46:06",shawn,shawn,NULL,4,"MS SQL",NULL
668,"Popular Queries",Server-Side,"<p>See link or backup pdf attachment</p>",1,"2011-05-24 14:46:51","2011-05-24 14:46:51",shawn,shawn,"SQLDBTools - Scripts.pdf",4,"MS SQL",http://www.sqldbtools.com/Scripts.aspx
669,"Number Pronounced Format (ordinal format)",Server-Side,"<p>&lt;cfFunction<br />&nbsp;&nbsp; &nbsp;name&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""numberPronouncedFormat""<br />&nbsp;&nbsp; &nbsp;returnType&nbsp;&nbsp; &nbsp;= ""string""<br />&nbsp;&nbsp; &nbsp;access&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""public""<br />&nbsp;&nbsp; &nbsp;output&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""no""<br />&nbsp;&nbsp; &nbsp;description&nbsp;&nbsp; &nbsp;= ""takes numeric value and adds st th or rd""<br />&nbsp;&nbsp; &nbsp;hint&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= """"<br />&gt;<br />&nbsp;&nbsp; &nbsp;&lt;cfArgument name=""number"" required=""yes"" type=""numeric"" hint="""" /&gt;<br />&nbsp;&nbsp; &nbsp;&lt;cfScript&gt;<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;if( arguments.number MOD 10 EQ 1 AND arguments.number MOD 100 NEQ 11 )<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;return arguments.number&amp;""st"";<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;else if( arguments.number MOD 10 EQ 2 AND arguments.number MOD 100 NEQ 12 )<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;return arguments.number&amp;""nd"";<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;else if( arguments.number MOD 10 EQ 3 AND arguments.number MOD 100 NEQ 13 )<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;return arguments.number&amp;""rd"";<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;else<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;return arguments.number&amp;""th"";<br />&nbsp;&nbsp; &nbsp;&lt;/cfScript&gt;<br />&lt;/cfFunction&gt;</p>",1,"2011-05-24 15:51:00","2011-05-24 15:51:39",shawn,shawn,NULL,0,ColdFusion,http://www.ppshein.net/index.cfm/2010/4/6/convert-to-ordinal-format
670,"Entity MetaData",Server-Side,"<p>Array of Entity Names : ormGetSessionFactory().getStatistics().getEntityNames()</p>
<p>Array of Property Names for a given Entity: ormGetSessionFactory().getClassMetaData('Entity-Name').getPropertyNames()</p>",1,"2011-06-05 20:07:54","2012-05-16 15:33:33",shawn,shawn,NULL,4,ColdFusion,http://www.coldfusionjedi.com/index.cfm/2009/12/1/Getting-ORM-Stats-via-the-Session-and-Factory
671,"jQuery Mobile, Fire Select Input Events",Client-Side,"<p>You have to apply the event through jQuery and not an inline function call:</p>
<p>INCORRECT : &lt;select id=""mySelect"" onchange=""alert('fired')""&gt;</p>
<p>CORRECT : &lt;select id=""mySelect""&gt;&lt;script&gt;jQuery('#mySelect').change(function(){alert('fired')})&lt;/script&gt;</p>
<p>&nbsp;</p>
<p>Same goes for radio boxes :<br />&lt;input type=""radio"" id=""myRadio""&gt;&lt;script&gt;jQuery('#myRadio').change(function(){alert('fired')})&lt;/script&gt;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,"2011-06-07 13:34:31","2011-06-07 13:42:12",shawn,shawn,NULL,4,NULL,NULL
672,"Pages & Extents in SQL",Server-Side,"<p>In SQL Server, the page size is 8 KB. This means SQL Server databases have 128 pages per megabyte. Each page begins with a 96-byte header that is used to store system information about the page. This information includes the page number, page type, the amount of free space on the page, and the allocation unit ID of the object that owns the page.</p>
<p><br /><br /></p>
<p>Extents are the basic unit in which space is managed. An extent is eight physically contiguous pages, or 64 KB. This means SQL Server databases have 16 extents per megabyte.  To make its space allocation efficient, SQL Server does not allocate whole extents to tables with small amounts of data. SQL Server has two types of extents:  Uniform extents are owned by a single object; all eight pages in the extent can only be used by the owning object.  Mixed extents are shared by up to eight objects. Each of the eight pages in the extent can be owned by a different object.</p>
<p><br /><br /><br /> All the above helps in understanding how fillfactors PADINDEX works. PADINDEX, pads each page to avoid page splits</p>",1,"2011-06-08 19:03:59","2011-06-08 19:03:59",shawn,shawn,NULL,3,"MS SQL",http://msdn.microsoft.com/en-us/library/ms190969.aspx
673,"Great tips for tuning SQL",Server-Side,"<p>Explains why and what pad index (pad_index / padindex) is better then most sites but still like other sites still repeats the same thing they all copy/pasted.</p>",1,"2011-06-08 19:21:34","2011-06-08 19:21:34",shawn,shawn,NULL,4,"MS SQL",http://www.sql-server-performance.com/2007/oltp-performance/
674,"jQuery Browser Address Bar Plugin",Client-Side,NULL,1,"2011-06-13 09:46:45","2011-06-13 09:46:45",shawn,shawn,NULL,4,JavaScript,http://www.asual.com/jquery/address/
675,"Hidden Terminal Commands",Client-Side,"<p>see link</p>
<h2>1. Folder previews in Quick Look<br /></h2>
<pre><code>defaults write com.apple.finder QLEnableXRayFolders 1<br /><br /></code></pre>
<h2>2. Globally enable Text Substitutions<br /></h2>
<pre>defaults write -g WebAutomaticTextReplacementEnabled -bool true</pre>
<pre>defaults write -g WebAutomaticDashSubstitutionEnabled -bool true</pre>
<pre>defaults write -g WebContinuousSpellCheckingEnabled -bool true<br /><br /></pre>
<h2>5. Force Dictionary to only use one window<br /></h2>
<pre>defaults write com.apple.Dictionary ProhibitNewWindowForRequest -bool TRUE</pre>
<h2></h2>
<pre></pre>
<h2></h2>
<pre></pre>
<h2></h2>",1,"2011-06-27 10:00:29","2011-06-27 10:01:04",shawn,shawn,NULL,3,"Mac OSX",http://www.macosxtips.co.uk/index_files/terminal-commands-for-hidden-settings-in-snow-leopard.php
676,"iFrame Transparency in IE",Client-Side,"<p>One of the required attributes on the actual iFrame tag itself, is allowtransparency=""true""</p>",1,"2011-06-29 16:06:43","2011-06-29 16:06:43",shawn,shawn,NULL,4,"Internet Explorer",http://www.dynamicdrive.com/forums/archive/index.php/t-2404.html
677,"java.io File Functionality",Server-Side,NULL,1,"2011-07-07 13:08:55","2011-07-07 13:08:55",shawn,shawn,NULL,4,JAVA,http://download.oracle.com/javase/1.4.2/docs/api/java/io/package-summary.html
678,"Get Template Path of Calling Custom Tag Invoke",Server-Side,"<p>&lt;cfset callerContext = getMetaData(caller).getDeclaredField(""pageContext"") /&gt;<br />&lt;cfset callerContext.setAccessible(true) /&gt;<br />&lt;cfset callerTemplatePath = callerContext.get(caller).getPage().getCurrentTemplatePath() /&gt;</p>",1,"2011-07-07 15:54:10","2011-07-07 15:54:10",shawn,shawn,NULL,3,ColdFusion,http://www.elliottsprehn.com/blog/2007/07/17/getting-the-expected-results-for-getcurrenttemplatepath-in-a-custom-tag/
679,"Styling cfFileUpload",Server-Side,"<p>Very limited. See associated link</p>",1,"2011-07-08 14:42:22","2011-07-08 14:42:22",shawn,shawn,NULL,4,ColdFusion,http://daverms.blogspot.com/2009/10/hello-world.html
680,"One Way to Remove Extra Boxing on cfFileUpload",Server-Side,"<p>See attached link</p>
<hr />
<p>&lt;div style=""overflow: hidden; width: 586px; height: 285px;""&gt;<br />&nbsp;&nbsp; &nbsp;&lt;div style=""overflow: hidden; margin-left:-7px; margin-top:-7px;""&gt;<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&lt;cfFileUpload<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;name&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""name""<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;url&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= """"<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;title&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""User Media Upload Interface""<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;align&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""center""<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;width&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""600""<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;height&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""300""<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;wmode&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;= ""transparent""<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;/&gt;<br />&nbsp;&nbsp; &nbsp;&lt;/div&gt;<br />&lt;/div&gt;</p>",1,"2011-07-08 15:00:53","2011-07-12 16:08:02",shawn,shawn,NULL,0,ColdFusion,http://blog.dkferguson.com/index.cfm/2010/9/17/Removing-cffileupload-border
681,"min-height IE hack",Client-Side,"<p>&lt;div style=""min-height:100px;height:auto !important;height:100px""&gt;&lt;/div&gt;</p>
<p>The above somewhat works for max-height but in IE but max-height would always be the height (while other browsers will still work as expected)</p>
<hr />
<p>Another way to achieve the above, is with IE only css selectors and IE css expressions : <a href=""http://perishablepress.com/press/2007/01/16/maximum-and-minimum-height-and-width-in-internet-explorer/"" target=""_blank"">click here</a></p>",1,"2011-07-11 14:55:38","2011-07-11 14:57:35",shawn,shawn,NULL,4,"Internet Explorer",NULL
682,"cfFileUpload cfide/administrator cfAdmin max upload size fix",Server-Side,"<p>Login to the cfAdmin &gt; Settigns &gt; <strong>Maximum size of post data</strong></p>",1,"2011-07-12 16:08:13","2011-07-12 16:08:13",shawn,shawn,NULL,4,ColdFusion,NULL
683,"Hosts File : /private/etc/hosts",Server-Side,"<p>/private/etc/hosts</p>
<p>&nbsp;</p>
<p>Windows : C:\WINDOWS\system32\drivers\etc</p>",1,"2011-07-12 16:13:13","2011-10-04 15:56:12",shawn,shawn,NULL,4,"Apple Macintosh",NULL
684,"A href mailto",Client-Side,<p>mailto:email-address@host.com?subject=url%20encoded%20string&amp;body=url%20encoded%20string</p>,1,"2011-07-14 07:30:47","2011-07-14 07:33:44",shawn,shawn,NULL,4,HTML,http://www.w3schools.com/html/tryit.asp?filename=tryhtml_mailto
685,"Get Host From Url",Extensibility,<p>^((http(s)?://)?)+[^/?]+\.[^/?]+</p>,1,"2011-07-18 13:02:48","2011-07-18 14:16:02",shawn,shawn,NULL,5,"Regular Expressions",NULL
686,"Favicon + Extension Url From String",Extensibility,"<p>([^'""\t\s\r\n]+)?favicon\.[^'""\t\s\r\n]+</p>",1,"2011-07-18 13:57:38","2011-07-18 14:22:53",shawn,shawn,NULL,3,"Regular Expressions",NULL
